
1,1582.00,-18664.00,-2614.00,12.72,-3859.00,-535.00,-32559.00,7.82,-80.67
2,-14042.00,-9016.00,-3554.00,12.72,-698.00,-62.00,31.00,-55.24,-33.16
3,-12038.00,-8904.00,-3466.00,12.81,-1132.00,-708.00,-431.00,-51.07,-37.13
4,-4466.00,-18064.00,-1970.00,12.62,-3911.00,-3686.00,-16783.00,-11.18,-78.39
5,6738.00,-23012.00,-3890.00,12.77,-10361.00,-15380.00,-16173.00,18.57,-70.11
6,-2194.00,-16640.00,-2310.00,12.72,-7864.00,-14556.00,-21829.00,-4.34,-83.61
7,-3798.00,-17632.00,-3558.00,12.72,-1106.00,-1582.00,-4700.00,-9.23,-77.48
8,-5962.00,-16588.00,-3746.00,12.72,-536.00,195.00,-1242.00,-16.88,-70.63
9,5646.00,-15168.00,-2846.00,12.72,282.00,-7580.00,-14945.00,23.77,-65.25
10,17078.00,-16388.00,-2106.00,12.67,1276.00,-17104.00,-20636.00,48.21,-41.71
11,3166.00,-13876.00,-1706.00,12.67,-139.00,390.00,-8058.00,16.85,-72.90
12,5062.00,-14048.00,-2738.00,12.67,-51.00,-224.00,-9258.00,23.46,-65.51
13,6170.00,-14324.00,-2486.00,12.72,-390.00,39.00,-9436.00,26.79,-62.59
14,10106.00,-11136.00,-1958.00,12.81,161.00,-134.00,-12164.00,45.48,-44.33
15,10158.00,-10148.00,-3466.00,12.67,502.00,-237.00,-18370.00,47.56,-40.87
16,3558.00,-23160.00,-1975.00,31.82,479.00,169.00,209.00,11.15,-78.61
17,5454.00,-22184.00,-1766.00,12.62,-9998.00,5402.00,-7847.00,16.31,-73.60
18,14386.00,-6524.00,-2174.00,12.67,-464.00,325.00,-1106.00,67.56,-22.04
19,12838.00,-19424.00,-2194.00,12.72,-12072.00,1374.00,-4461.00,35.75,-54.13
20,11162.00,-6588.00,-4802.00,12.81,-20454.00,3403.00,533.00,58.70,-26.34
21,14826.00,-6100.00,-1490.00,12.67,-1277.00,343.00,960.00,69.77,-20.19
22,13906.00,-9116.00,-2062.00,12.72,-1611.00,367.00,11272.00,59.14,-30.63
23,12218.00,-11588.00,-734.00,12.67,-1958.00,631.00,11534.00,49.42,-40.62
24,10438.00,-12628.00,-1742.00,12.72,-780.00,201.00,290.00,42.69,-47.22
25,1150.00,-21648.00,-222.00,12.67,-8056.00,8357.00,14432.00,5.62,-84.10
26,-2330.00,-22804.00,-770.00,12.62,-7184.00,8710.00,23837.00,-3.51,-86.51
27,2758.00,-17564.00,-966.00,12.72,-3522.00,736.00,29864.00,12.13,-77.92
28,-13294.00,-18688.00,-1410.00,12.72,-4961.00,21226.00,2595.00,-33.88,-56.14
29,-4146.00,-17732.00,-1882.00,12.67,-835.00,1790.00,2976.00,-10.38,-79.23
30,-9598.00,-18068.00,-1058.00,12.77,-905.00,4542.00,12443.00,-25.97,-64.08
31,-6666.00,-17712.00,-1390.00,12.62,-1610.00,2746.00,20075.00,-18.18,-71.81
32,5018.00,-17496.00,-1530.00,12.77,-2344.00,-9072.00,8735.00,19.14,-70.81
33,-9266.00,-16928.00,-2694.00,12.81,-974.00,-518.00,5351.00,-26.46,-62.96
34,-4914.00,-18296.00,-1834.00,12.62,-3314.00,-2879.00,8738.00,-12.41,-77.32
35,-10178.00,-17036.00,-2714.00,12.67,-4811.00,-2469.00,20084.00,-28.75,-60.72
36,-6554.00,-25008.00,-2986.00,12.67,-20076.00,-7495.00,14585.00,-12.74,-76.47
37,-16310.00,-7528.00,-2658.00,12.67,-1074.00,-12.00,8025.00,-64.23,-25.08
38,-12670.00,-26320.00,-1946.00,12.77,-18999.00,-1953.00,-8186.00,-24.24,-65.71
39,-10162.00,-22180.00,-2894.00,12.77,-26963.00,-7238.00,-29980.00,-22.76,-66.75
40,-11198.00,-15988.00,-2614.00,12.62,-6062.00,-2461.00,-22053.00,-33.02,-56.53
41,-6798.00,-18944.00,-1614.00,12.62,-8544.00,-6444.00,-29131.00,-17.41,-72.52
42,-7222.00,-15852.00,-2786.00,12.77,-1271.00,-1220.00,-10404.00,-21.84,-67.24
