
1,-15606.00,-6700.00,522.00,15.97,-659.00,100.00,165.00,-65.90,-23.50
2,-15726.00,-6720.00,622.00,16.06,-604.00,31.00,214.00,-65.93,-23.38
3,-15670.00,-6620.00,534.00,16.01,-635.00,120.00,217.00,-66.23,-23.14
4,-15738.00,-6676.00,626.00,16.06,-631.00,24.00,179.00,-66.09,-23.22
5,-15566.00,-6716.00,422.00,16.06,-655.00,66.00,91.00,-65.86,-23.62
6,-15698.00,-6708.00,466.00,16.06,-646.00,129.00,136.00,-66.05,-23.40
7,-15690.00,-6612.00,726.00,16.06,-632.00,28.00,180.00,-66.14,-23.06
8,-15658.00,-6776.00,550.00,16.06,-606.00,71.00,130.00,-65.71,-23.67
9,-15622.00,-6632.00,610.00,16.20,-654.00,112.00,169.00,-66.07,-23.24
10,-15682.00,-6612.00,650.00,16.11,-632.00,81.00,155.00,-66.19,-23.08
11,-15750.00,-6652.00,738.00,16.11,-615.00,26.00,159.00,-66.09,-23.11
12,-15738.00,-6684.00,518.00,16.15,-642.00,60.00,142.00,-66.14,-23.26
13,-15714.00,-6560.00,434.00,16.11,-659.00,74.00,116.00,-66.56,-22.90
14,-15702.00,-6700.00,766.00,16.11,-617.00,97.00,117.00,-65.85,-23.32
15,-15610.00,-6616.00,634.00,16.15,-657.00,93.00,162.00,-66.08,-23.20
16,-15642.00,-6664.00,758.00,16.01,-641.00,58.00,160.00,-65.88,-23.29
17,-15834.00,-6656.00,642.00,16.06,-673.00,84.00,133.00,-66.27,-23.02
18,-15694.00,-6688.00,774.00,16.20,-638.00,57.00,112.00,-65.86,-23.30
19,-15826.00,-6672.00,618.00,16.06,-642.00,87.00,161.00,-66.23,-23.08
20,-15750.00,-6792.00,698.00,16.11,-619.00,30.00,99.00,-65.68,-23.57
21,-15826.00,-6628.00,730.00,16.25,-622.00,74.00,129.00,-66.28,-22.93
22,-15658.00,-6688.00,698.00,16.20,-634.00,105.00,112.00,-65.88,-23.36
23,-15630.00,-6700.00,798.00,16.20,-657.00,106.00,111.00,-65.71,-23.42
24,-15694.00,-6652.00,718.00,16.20,-652.00,71.00,122.00,-66.02,-23.19
25,-15794.00,-6548.00,682.00,16.25,-663.00,113.00,162.00,-66.52,-22.72
26,-15534.00,-6740.00,838.00,16.29,-856.00,152.00,-253.00,-65.41,-23.68
27,-13858.00,-6364.00,2082.00,16.25,-2768.00,-2165.00,-5379.00,-62.32,-24.59
28,-11666.00,-12188.00,3694.00,16.15,1665.00,-597.00,-4776.00,-40.04,-45.53
29,-8422.00,-13720.00,5594.00,16.20,-192.00,-787.00,-1871.00,-26.60,-53.52
30,-6170.00,-13776.00,6682.00,16.25,111.00,-210.00,-1113.00,-18.64,-55.57
31,-5678.00,-13088.00,8462.00,16.20,354.00,-1293.00,-584.00,-16.59,-50.55
32,-5202.00,-10680.00,11630.00,16.20,2413.00,-2109.00,-49.00,-14.62,-38.03
33,-4454.00,-7740.00,13202.00,16.29,8401.00,883.00,3351.00,-12.37,-27.05
34,-6134.00,1124.00,16078.00,16.29,5133.00,-4868.00,10040.00,-16.89,4.58
35,-6754.00,9068.00,14162.00,16.25,4629.00,1165.00,-712.00,-18.09,30.07
36,-6274.00,13600.00,7138.00,16.29,4962.00,-188.00,2246.00,-18.33,55.17
37,-3014.00,18432.00,2318.00,16.25,2166.00,1191.00,787.00,-6.20,78.38
38,-6786.00,14864.00,-1758.00,16.34,1761.00,1779.00,-4598.00,-21.03,68.80
39,-10570.00,13036.00,-3382.00,16.39,-591.00,1025.00,-7428.00,-35.38,53.38
40,-13710.00,9412.00,-4422.00,16.34,-241.00,1166.00,-9188.00,-51.08,36.31
41,-16322.00,3828.00,-4122.00,16.34,-2277.00,1118.00,-2039.00,-71.33,14.74
42,-16682.00,-5884.00,-5134.00,16.34,-1795.00,-1896.00,-8641.00,-66.11,-18.94
43,-15050.00,-7580.00,-5122.00,16.39,-1555.00,43.00,-3102.00,-59.27,-26.35
44,-13898.00,-6488.00,-3990.00,16.34,-2624.00,-2082.00,-5034.00,-62.00,-24.96
45,-7566.00,-14740.00,-2138.00,16.44,-617.00,-3531.00,-3857.00,-24.56,-65.07
46,-3890.00,-18344.00,-502.00,16.29,2724.00,-3908.00,-5622.00,-9.26,-80.68
47,-830.00,-15052.00,3570.00,16.39,27.00,-1699.00,-1891.00,0.45,-73.00
48,2654.00,-16600.00,5142.00,16.39,-1001.00,-4098.00,-3600.00,11.71,-66.56
49,866.00,-13256.00,9558.00,16.29,1573.00,-1384.00,5932.00,6.22,-50.57
50,334.00,-11076.00,11722.00,16.34,-277.00,-330.00,110.00,4.42,-40.25
51,442.00,-11632.00,12390.00,16.29,47.00,-271.00,78.00,4.55,-40.21
52,650.00,-10308.00,12606.00,16.34,-482.00,-413.00,464.00,5.43,-36.27
53,242.00,-9440.00,13350.00,16.44,-396.00,-561.00,1205.00,4.02,-32.51
54,30.00,-6520.00,14014.00,16.48,2334.00,-657.00,3335.00,3.46,-22.54
55,-494.00,-5184.00,14654.00,16.34,3706.00,1430.00,1123.00,1.60,-17.38
56,-1202.00,2448.00,16322.00,16.39,5797.00,-78.00,6451.00,-0.83,9.04
57,3294.00,11008.00,10378.00,16.34,7976.00,2426.00,-5817.00,14.86,43.09
58,-674.00,15576.00,7870.00,16.48,1831.00,427.00,924.00,0.87,60.96
59,-4498.00,15032.00,5158.00,16.39,7037.00,4814.00,-10247.00,-12.14,65.30
60,-9518.00,13536.00,-922.00,16.48,1993.00,4306.00,-3071.00,-31.78,58.26
61,-9598.00,11508.00,-5086.00,16.44,1919.00,3475.00,-1329.00,-34.67,50.95
62,-10766.00,10688.00,-7970.00,16.53,-600.00,-177.00,63.00,-36.99,42.34
63,-10686.00,14492.00,-1866.00,16.44,-5458.00,-1792.00,2297.00,-33.32,56.56
64,-9934.00,12980.00,1842.00,16.39,-2423.00,-1690.00,-282.00,-33.52,54.71
65,-10586.00,12380.00,4534.00,16.48,-1775.00,-1919.00,-1777.00,-34.91,48.86
66,-9874.00,11340.00,7058.00,16.53,-1817.00,-265.00,-520.00,-32.29,44.17
67,-8966.00,9260.00,9974.00,16.58,-5289.00,-1094.00,2365.00,-28.92,35.22
68,-9678.00,6056.00,11358.00,16.58,-3327.00,-506.00,-3676.00,-32.23,22.85
69,-10010.00,2212.00,12574.00,16.53,-1296.00,-1018.00,-104.00,-33.39,8.78
70,-11178.00,1596.00,13154.00,16.48,-1412.00,-763.00,-240.00,-35.72,6.21
71,-9686.00,172.00,13474.00,16.48,-1569.00,-1533.00,-806.00,-31.20,1.60
72,-9482.00,-1668.00,13758.00,16.48,-1693.00,-386.00,-168.00,-30.03,-4.60
73,-8886.00,-2900.00,13106.00,16.44,-1770.00,-290.00,-384.00,-29.05,-9.15
74,-7954.00,-7132.00,12498.00,16.53,-4571.00,-959.00,-2338.00,-24.92,-24.27
75,-5846.00,-10924.00,10330.00,16.39,-4315.00,-523.00,-4972.00,-17.54,-40.85
76,-7042.00,-12264.00,6014.00,16.44,-2822.00,-294.00,2294.00,-23.76,-52.31
77,-4394.00,-15264.00,2658.00,16.62,-1607.00,71.00,60.00,-12.62,-71.60
78,-4242.00,-15944.00,-78.00,16.44,-4664.00,385.00,-427.00,-11.87,-77.76
79,-3258.00,-15016.00,-2254.00,16.58,-2757.00,694.00,-910.00,-8.88,-79.83
80,-2878.00,-16392.00,-3482.00,16.62,-731.00,-109.00,-19.00,-6.75,-78.85
81,-1458.00,-20212.00,-6594.00,16.48,-4104.00,-43.00,2399.00,-1.41,-74.15
82,-3094.00,-16084.00,-5930.00,16.53,-1402.00,-235.00,32.00,-7.38,-71.08
83,-3586.00,-15012.00,-7558.00,16.53,-1960.00,398.00,651.00,-9.29,-64.23
84,-4002.00,-12328.00,-10770.00,16.53,-1635.00,592.00,596.00,-11.13,-49.50
